term,estimate,std.error,statistic,p.value,metadata_var,arg_gene,fdr
factor(age_10_18_years_3)2,-0.4754446332953946,0.7633504670892219,-0.6228392511611887,0.5336909651760628,age_10_18_years_3,TolC,0.5336909651760628
factor(age_1_5_years_5)2,-0.46289439736414467,0.8348741731761743,-0.5544480979728009,0.5795353819923705,age_1_5_years_5,TolC,0.5795353819923705
factor(age_5_10_years_5)2,-0.16336304416761632,0.7313026855303152,-0.2233863588907118,0.8233314669873805,age_5_10_years_5,TolC,0.8233314669873805
factor(age_10_18_years_5)2,0.29999202985033335,0.5095114823943204,0.5887836490761634,0.5562886706805256,age_10_18_years_5,TolC,0.5562886706805256
factor(age_1_5_years_6)2,-0.06760079820863028,0.7677476574162931,-0.08805080361446851,0.9298736419083299,age_1_5_years_6,TolC,0.9298736419083299
factor(age_5_10_years_6)2,0.435089698862488,0.798993315609178,0.5445473577344784,0.5863220369494205,age_5_10_years_6,TolC,0.5863220369494205
factor(age_10_18_years_6)2,0.3222221580822654,0.8410944186954817,0.3830986758680727,0.7018190753795988,age_10_18_years_6,TolC,0.7018190753795988
factor(age_1_5_years_7)2,0.1876093616678628,0.8010485589365205,0.23420473025622157,0.8149275962638125,age_1_5_years_7,TolC,0.8149275962638125
factor(age_5_10_years_7)2,1.3805496589491217,0.8901292312327399,1.5509541878960638,0.12158288451472189,age_5_10_years_7,TolC,0.12158288451472189
factor(age_10_18_years_7)2,0.8014700540730537,1.0065861829174227,0.7962259642290399,0.426300986029605,age_10_18_years_7,TolC,0.426300986029605
factor(age_1_5_years_8)2,0.41793957443196783,0.5796395662981619,0.72103355038566,0.47124660262706997,age_1_5_years_8,TolC,0.47124660262706997
factor(age_5_10_years_8)2,0.35693853499849865,0.5266719062487158,0.6777246531732372,0.4982790675746396,age_5_10_years_8,TolC,0.4982790675746396
factor(age_10_18_years_8)2,0.34464063464499783,0.5240109570820993,0.6576973820625688,0.5110552681126392,age_10_18_years_8,TolC,0.5110552681126392
factor(age_1_5_yers_9)2,-0.20710684659933667,0.7722117484477666,-0.26819955409334933,0.7886628896066787,age_1_5_yers_9,TolC,0.7886628896066787
factor(age_5_10_years_9)2,0.5360403341628736,0.7481447314592217,0.7164928276877012,0.4740414507323314,age_5_10_years_9,TolC,0.4740414507323314
factor(age_10_18_years_9)2,-0.07497983229498463,0.7757405429915668,-0.09665581227175817,0.9230407582169762,age_10_18_years_9,TolC,0.9230407582169762
factor(age_1_5_years_10)2,-0.8748483135315056,0.9962619156823173,-0.8781308406558348,0.38031949383614194,age_1_5_years_10,TolC,0.38031949383614194
