feature	Pathway1	Pathway2	Pathway3	Pathway4	Pathway5	Pathway6	Pathway7	Pathway8	Pathway9	Pathway10	Pathway11	Pathway12	Pathway13	Pathway14	Pathway15	Pathway16	Pathway17	Pathway18	Pathway19	Pathway20	Pathway21	Pathway22	Pathway23	Pathway24	Pathway25	Pathway26	Pathway27	Pathway28	Pathway29	Pathway30	Pathway31	Pathway32	Pathway33	Pathway34	Pathway35	Pathway36	Pathway37	Pathway38	Pathway39	Pathway40	Pathway41	Pathway42	Pathway43	Pathway44	Pathway45	Pathway46	Pathway47	Pathway48	Pathway49	Pathway50	Pathway51	Pathway52	Pathway53	Pathway54	Pathway55	Pathway56	Pathway57	Pathway58	Pathway59	Pathway60	Pathway61	Pathway62	Pathway63	Pathway64	Pathway65	Pathway66	Pathway67	Pathway68	Pathway69	Pathway70	Pathway71	Pathway72	Pathway73	Pathway74	Pathway75	Pathway76	Pathway77	Pathway78	Pathway79	Pathway80	Pathway81	Pathway82	Pathway83	Pathway84	Pathway85	Pathway86	Pathway87	Pathway88	Pathway89	Pathway90	Pathway91	Pathway92	Pathway93	Pathway94	Pathway95	Pathway96	Pathway97	Pathway98	Pathway99	Pathway100	Pathway101	Pathway102	Pathway103	Pathway104	Pathway105	Pathway106	Pathway107	Pathway108	Pathway109	Pathway110	Pathway111	Pathway112	Pathway113	Pathway114	Pathway115	Pathway116	Pathway117	Pathway118	Pathway119	Pathway120	Pathway121	Pathway122	Pathway123	Pathway124	Pathway125	Pathway126	Pathway127	Pathway128	Pathway129	Pathway130	Pathway131	Pathway132	Pathway133	Pathway134	Pathway135	Pathway136	Pathway137	Pathway138	Pathway139	Pathway140	Pathway141	Pathway142	Pathway143	Pathway144	Pathway145	Pathway146	Pathway147	Pathway148	Pathway149	Pathway150	Pathway151	Pathway152	Pathway153	Pathway154	Pathway155	Pathway156	Pathway157	Pathway158	Pathway159	Pathway160	Pathway161	Pathway162	Pathway163	Pathway164	Pathway165	Pathway166
AUS4018	0.250575	0.699308	0.000464928	0.000178092	0.00056303	3.6e-05	0.000645777	0.000690957	0.000629696	9.54e-05	1.56e-05	0.000547589	0.000536852	0.000513293	0.000533959	0.000156328	0.000164911	0.000601679	3.84e-05	0.000572135	1.57e-05	0.000130011	5.27e-05	0.000187398	0	0.000522879	0.000744086	2.81e-05	0.000167648	0.000437842	0.000360329	0.000582918	3.77e-05	4.45e-06	9.1e-05	3.9e-06	0.000594107	0.000421115	0.000364703	3.04e-05	7.74e-05	0.000362019	6.85e-05	3.71e-05	0.000428473	0.00045116	3.81e-05	0.000670782	6.72e-05	0.000658053	7.71e-05	4.5e-05	0.000136077	0.000455991	0.0003235	0.000590147	9.11e-05	0.000517654	0.000362019	0.000516697	4.97e-05	0.00027714	7.21e-05	4.43e-06	0.000175686	0.00015069	0.000128538	0.000484006	0.000704467	0.000298357	0.000628342	1.86e-05	0.000182645	2.97e-05	0.000659638	0.000663652	0.000385674	0.000355235	9.94e-05	0.000140029	2.8e-05	0.000546604	0.000630494	0.000171902	0.000389914	0.000663652	1.5e-05	0.000358231	8.17e-05	0.000670782	0.000688119	0.000675635	1.35e-05	0.000411983	4.5e-05	8.55e-05	0.000628277	0.000164682	0.000134293	0.00062	0.000280033	6.38e-05	0.00020484	0.000101501	0.000216901	6.54e-05	0.000402576	7.99e-05	0.000439012	4.54e-05	6.19e-05	2.54e-05	0.00034108	9.11e-05	6.61e-05	0.000668315	6.61e-05	0.000120506	0.000204149	6.52e-05	0.00027974	0.000883877	0.000432404	0.000196913	0.000193357	0.00010047	0.000375781	0.000277888	0.000374929	0.000154705	1.39e-05	0.000147054	0.000704467	0.000704467	0.000476318	0.000691192	0.000370798	2.28e-05	0.000491313	0.000148198	0.000178056	7.97e-05	7.94e-05	0.000491715	9.04e-05	0.000484006	2e-05	0.000125311	0.000195362	0.000146876	1.2e-05	5.28e-05	5.28e-05	0.000138401	0.000443465	0.00029949	0.000162987	0.000334994	5.02e-05	0.000327898	6.16e-05	0.000205037	0.000290843	0.000683879	0.000349317	0.000710364
AUS4020	0.227095	0.724347	0.000387077	0.000241995	0.00050047	8.63e-05	0.000551617	0.000570023	0.000555188	0.00015899	2.71e-05	0.000463481	0.000449797	0.000483617	0.000454641	0.000162017	0.000146246	0.000520027	3.2e-05	0.000610873	2.66e-05	6.35e-05	7.7e-05	0.000118316	0	0.00045889	0.000557116	7.55e-05	0.000276464	0.00041069	0.000257402	0.000496722	1.68e-05	1.06e-06	5.83e-05	9.31e-07	0.00054855	0.000278344	0.000315844	6.65e-06	4.6e-05	0.000192985	2.25e-05	2.15e-05	0.000371105	0.000404237	0.000142671	0.000570714	0.000122907	0.000616639	0.000149371	1.63e-05	0.000130704	0.000437789	0.000305542	0.000554343	3.5e-05	0.000507941	0.000192985	0.000434338	0.000209772	0.000163471	3.05e-06	1.06e-06	8.44e-05	0.000230022	0.00012531	0.000458912	0.000657814	0.000430809	0.00043449	3.12e-05	0.00029289	2.42e-05	0.00054816	0.000553085	0.000407367	0.000381032	0.000226613	0.000300767	0.000170417	0.000525302	0.000615201	8.69e-05	0.000350406	0.000553085	2.16e-05	0.000294082	7.91e-05	0.000565854	0.000590606	0.000574787	2.4e-05	0.000299783	3.99e-05	6.93e-05	0.000643161	0.000127874	5.36e-05	0.000568687	0.000254833	0.000162009	0.000283376	0.000145583	0.000292547	0.000133273	0.000143831	4.23e-05	0.00029254	1.89e-05	0.000152387	0.00012721	0.000424747	0.000213819	0.000161576	0.000599979	0.000161576	0.000256498	0.000380322	0.000112606	0.000265171	0.000743063	0.000442672	0.000170242	0.000135783	0.000109415	0.000341103	0.000385644	0.000337836	0.000263929	2.35e-05	0.00018454	0.000657814	0.000657814	0.000454641	0.000565885	0.000320475	5.73e-05	0.000327581	0.000111479	0.000322307	4.83e-05	0.000116227	0.00047705	4.19e-05	0.000458912	2.36e-05	5.01e-05	0.000265649	0.000159466	2.04e-05	8.51e-05	8.51e-05	9.82e-05	0.000395777	0.000299115	0.000194785	0.000373473	5.93e-05	0.000252012	2.5e-06	0.000218392	0.000297042	0.000629487	0.000274725	0.000624609
AUS4021	0.21468	0.731453	0.000400813	0.000256895	0.000605629	4.94e-05	0.000693537	0.000705611	0.000659796	0.000119719	3.32e-05	0.000634752	0.000630426	0.00059731	0.000561149	0.000253332	9.99e-05	0.000622168	0.000122523	0.000628867	3.21e-05	0.000120728	0.000116855	0.000169909	0.000265695	0.000619486	0.000781796	0.000103672	0.000266478	0.000526563	0.000295313	0.0006817	8.98e-05	9.83e-06	0.000102847	8.62e-06	0.000593174	0.000486119	0.000371063	9.68e-05	6.43e-05	0.000418431	6.96e-05	3.75e-05	0.000350086	0.000425434	0.00011747	0.000587656	7.07e-05	0.000717225	0.000203492	0.000103002	0.000131913	0.000428652	0.000416921	0.000536789	9.4e-05	0.000523599	0.000418431	0.000622953	4.37e-05	0.000254353	7.91e-06	9.79e-06	9.06e-05	0.000224255	6.83e-05	0.000486443	0.000710498	0.000360618	0.000665561	3.47e-05	6.15e-05	2.83e-05	0.000645391	0.000658439	0.000426687	0.000395726	0.000178342	0.000239981	0.000126872	0.00058144	0.00068679	9.2e-05	0.000424956	0.000658439	2.71e-05	0.000385539	9.28e-05	0.000587656	0.00063695	0.000621988	3.05e-05	0.000401396	5.09e-05	7.48e-05	0.000608188	0.000233611	0.000137848	0.000525074	0.000206524	0.000102494	0.000387119	0.000107313	0.000390367	0.000137285	0.000298834	7.59e-05	0.000507997	9.26e-05	0.000118026	0.000140449	0.000309171	0.000173256	0.000121437	0.000650303	0.000121437	0.000205281	0.000313369	0.000161406	0.000325984	0.000942041	0.000464263	5.32e-05	0.000193804	0.00015003	0.000486271	0.000261138	0.00041828	5.02e-05	3.05e-05	0.000158983	0.000710498	0.000710498	0.000560903	0.000586312	0.000322512	7.94e-05	0.000540176	8.58e-05	0.000280392	7.49e-05	0.000254319	0.000531254	3.67e-05	0.000486443	2.2e-05	2.9e-05	0.000276351	7.87e-05	2.86e-05	4.49e-05	4.49e-05	8.53e-05	0.000421798	0.00031929	0.000138114	0.000417571	6.11e-05	0.000319291	6.51e-06	0.000324525	0.000364268	0.000646319	0.000290871	0.000770828
AUS4025	0.212261	0.730493	0.000464397	0.000257856	0.000603596	5.46e-05	0.000668787	0.000694433	0.000721097	0.000160722	3.96e-05	0.000670703	0.000596728	0.000568237	0.000531608	0.000297338	0.000118829	0.000674964	0.000206524	0.000660269	3.91e-05	6.16e-05	0.000120822	0.000207368	0.000401002	0.000612615	0.000870408	8.68e-05	0.000287596	0.000508949	0.000379131	0.000702543	0.000130719	1.63e-05	0.000235016	1.43e-05	0.000652248	0.000485121	0.000419138	0.000151143	0.000136705	0.000483744	0.000137928	9.51e-05	0.000431683	0.000440484	0.000176289	0.000672915	7.26e-05	0.000757986	0.000284673	0.00010393	0.000177198	0.000496833	0.000404515	0.000554026	0.000102097	0.000562864	0.000483744	0.000658732	6.63e-05	0.000268561	6.65e-05	1.61e-05	0.000118212	0.000226243	8.52e-05	0.000505795	0.000653207	0.000351976	0.000827872	3.9e-05	3.51e-05	3.43e-05	0.000620899	0.000647358	0.000403037	0.000376082	0.00012841	0.000172979	1.02e-05	0.000580198	0.000717757	7.05e-05	0.000518304	0.000647358	3.29e-05	0.000465101	0.000170046	0.000642387	0.000707209	0.000674682	3.55e-05	0.000313597	0.000103274	0.000142548	0.000612015	0.000298593	7.36e-05	0.000500433	0.000209479	0.000215977	0.000367302	5.02e-05	0.000209493	0.000181007	0.000378947	0.00017974	0.000581486	0.00010924	8.63e-05	0.000106723	0.000283111	0.000145136	8.42e-05	0.000626848	8.42e-05	0.000149445	0.000229861	0.000145056	0.000297047	0.00104683	0.000508846	7.63e-05	0.000259114	0.000126785	0.000483362	0.000332849	0.00051654	6.28e-05	3.71e-05	0.000147069	0.000653207	0.000653207	0.000531608	0.000639057	0.000414016	7.55e-05	0.000527697	0.000193345	0.000214172	0.000198245	0.000147547	0.000554982	4.05e-05	0.000505795	6.43e-05	0.000151107	0.000334678	0.000179928	3.47e-05	4.6e-05	4.6e-05	8.69e-05	0.000552309	0.000318073	8.94e-05	0.000363071	0.000127258	0.000454974	5.78e-05	0.000195417	0.000419012	0.00063581	0.000329059	0.000748915
AUS4027	0.203778	0.73813	0.000543468	0.000205219	0.000597004	7.79e-05	0.000680827	0.000723081	0.000754811	0.000196676	5.15e-05	0.000664477	0.000630991	0.000543863	0.000618472	0.000215275	0.000152527	0.000701168	0.000160398	0.000648178	5.46e-05	0.000116071	8.63e-05	0.000207018	0.000307244	0.000526161	0.000643714	9.38e-05	0.000182013	0.000509287	0.000471924	0.000686482	0.000101766	9.66e-05	0.000132186	8.67e-05	0.000639856	0.000583037	0.000366675	7.79e-05	5.07e-05	0.000389373	5.2e-05	0.000125941	0.000490726	0.000507687	0.000159418	0.000686663	7.33e-05	0.000784743	0.000156106	0.000106574	0.00024075	0.00057708	0.000413141	0.000597917	0.000114992	0.000592461	0.000389373	0.000661598	5.01e-05	0.000350075	3.01e-06	9.26e-05	0.000126336	0.000178028	0.000104313	0.000436748	0.000737064	0.000365177	0.000572678	5.1e-05	0.000404277	4.17e-05	0.000653411	0.00065297	0.000570396	0.000540524	0.000157063	0.000216511	1.91e-05	0.000477074	0.000728311	0.000122403	0.000477485	0.00065297	4.23e-05	0.000356617	0.00010058	0.00063957	0.000660246	0.000682935	4.51e-05	0.000336237	5.29e-05	9.41e-05	0.000453773	0.000232871	8.44e-05	0.000467883	0.000347776	9.42e-05	0.00021571	0.000128729	0.000337188	0.000139942	0.000334348	0.000144354	0.000473795	0.000108886	9.82e-05	0.000125222	0.000255281	0.000139554	0.00010836	0.00074483	0.00010836	0.000189665	0.000309319	0.000198177	0.000255496	0.000677456	0.000463071	0.000249636	0.000235966	0.000153599	0.000431623	0.000285408	0.000462702	0.000365862	4.87e-05	0.000172565	0.000737064	0.000737064	0.000496826	0.000695502	0.000509474	8.34e-05	0.000631275	0.000126776	0.000267674	0.000161599	0.000131377	0.000360237	4.68e-05	0.000436748	6.96e-05	5.38e-05	0.000346294	0.000232194	4.25e-05	4.71e-05	4.71e-05	0.000101253	0.000489776	0.000384672	9.02e-05	0.000341945	8.22e-05	0.000303088	2.46e-06	0.00023414	0.000355256	0.000664346	0.000302751	0.000695024
AUS4028	0.247677	0.701112	0.000435886	0.000182136	0.000593588	8.18e-05	0.000608149	0.000640843	0.000620252	0.00020507	3.04e-05	0.000593175	0.000580107	0.000523693	0.000493425	0.000278891	0.000147252	0.000576523	6.36e-05	0.000538927	2.9e-05	8.06e-05	0.000137195	0.000223124	0.000315821	0.000537882	0.000814631	3.7e-05	0.000212029	0.000447828	0.000337579	0.000624644	0.000128539	1.71e-05	0.000235812	1.5e-05	0.000551494	0.00049064	0.00034048	0	0.000139687	0.000448124	7.77e-05	0.000123746	0.00040967	0.000424914	4.89e-05	0.00060759	8.38e-05	0.000760842	0.000282784	4.46e-05	0.000191494	0.000431974	0.000384964	0.000488254	0.000117796	0.000475121	0.000448124	0.00057944	8.68e-05	0.00024553	2.21e-05	1.7e-05	0.000136178	0.000152226	0.000132189	0.000490639	0.000608652	0.000271719	0.000726814	3.09e-05	3.8e-05	2.74e-05	0.000586718	0.000601691	0.00038673	0.00035953	0.000122561	0.000169741	2.77e-05	0.000507707	0.000649649	0.000134791	0.000427694	0.000601691	2.59e-05	0.000445988	0.00014117	0.000598056	0.00064097	0.000620211	2.72e-05	0.000353898	8.7e-05	0.000129936	0.000639037	0.000193432	9.22e-05	0.000525239	0.000248454	0.000123831	0.000446701	1.7e-05	0.000155499	8.17e-05	0.00029684	0.000110325	0.000467398	4.89e-05	7.74e-05	3.07e-05	0.000267	0.000237235	8.34e-05	0.000550617	8.34e-05	0.000145694	0.000237088	0.00010505	0.000229176	0.00096072	0.000400414	7.04e-05	0.000173797	8.7e-05	0.000361712	0.000365904	0.000422325	3.08e-05	2.87e-05	0.00017342	0.000608652	0.000608652	0.000493425	0.000609124	0.000377091	2.82e-05	0.000553489	0.00029839	0.000207229	0.000120594	3.45e-05	0.000589106	0.000112309	0.000490639	4.34e-05	6.88e-05	0.000212255	0.000185917	2.84e-05	5.38e-05	5.38e-05	0.000164325	0.000523423	0.000288127	9.26e-05	0.000257796	0.000100279	0.000398704	1.83e-05	0.000152921	0.000322934	0.000579357	0.000275417	0.000670784
AUS4029	0.187483	0.762986	0.000417764	0.000274127	0.000441663	2.14e-05	0.000536584	0.000544076	0.000561704	0.000178402	0.000113087	0.000434143	0.000439914	0.0004701	0.000466034	0.000145987	0.000143046	0.000526312	1.69e-05	0.000494916	0.000122975	4.93e-05	5.62e-05	0.000135872	0.000138131	0.000444084	0.000552971	9.2e-05	0.000311005	0.000455179	0.000314763	0.000465835	1.47e-05	3.9e-06	4.54e-05	3.41e-06	0.000546256	0.000310359	0.000264479	1.43e-06	2.41e-05	0.00019799	3.27e-05	1.58e-05	0.000397944	0.000416252	0.000183966	0.000569287	5.34e-05	0.000544227	0.000185548	1.11e-05	0.000116664	0.000449028	0.000357954	0.000521754	0.000131772	0.000478992	0.00019799	0.000400853	0.000200263	0.000217773	2.47e-05	3.89e-06	0.00010668	0.000283585	0.000107854	0.000433072	0.000608876	0.000414104	0.00041238	4.68e-05	0.000260932	9.96e-05	0.000535533	0.000540157	0.000442741	0.000421766	0.000318388	0.000412352	0.000246188	0.000389475	0.000587007	0.000109322	0.00036667	0.000540157	0.000103866	0.000253765	5.47e-05	0.000551548	0.000582526	0.000566627	0.000107248	0.000206008	2.6e-05	5.46e-05	0.000565438	7.37e-05	6.63e-05	0.000529666	0.000287582	0.000106618	0.000248901	6.82e-05	0.000280126	0.000178816	0.00023022	3.47e-05	0.000299513	1.29e-05	0.00022589	0.000190896	0.000380508	0.00031594	0.000249502	0.000543342	0.000249502	0.000347551	0.000489649	0.000154968	0.000105403	0.000668154	0.000421878	0.000180795	0.000170289	0.000136263	0.000325032	0.000246084	0.00035431	0.000229966	0.000115249	0.000153938	0.000608876	0.000608876	0.000436198	0.000557786	0.000361277	7.21e-05	0.000342863	9.57e-05	0.000403788	3.21e-05	5.91e-06	0.0004093	1.25e-05	0.000433072	4.66e-05	4.61e-05	0.000224993	0.000201439	0.000106341	3.42e-05	3.42e-05	3.39e-05	0.00042646	0.000296519	0.000193621	0.000401146	4.65e-05	0.000341439	2.04e-05	0.00020127	0.000320037	0.00061198	0.000207223	0.00061936
AUS4030	0.16179	0.78112	0.000436927	0.000247598	0.000624222	4.92e-05	0.000684901	0.000690041	0.000694258	0.000214622	9.45e-05	0.000555748	0.000638586	0.000601257	0.00055203	0.000215202	0.000170838	0.000650318	0.0001382	0.000680268	0.0001046	0.00015261	0.000120859	0.000236428	0.000357875	0.000619693	0.000964679	7.42e-05	0.000235223	0.000537643	0.000387803	0.000597681	6.85e-05	1.21e-05	0.000106206	1.06e-05	0.000608115	0.000476443	0.000313442	4.57e-05	5.57e-05	0.000364443	0.000101317	6.44e-05	0.000403457	0.000438957	0.000161726	0.000668565	0.000123259	0.000827013	9.6e-06	7.13e-05	0.000104369	0.000388677	0.000396991	0.000526133	0.000140343	0.000500532	0.000364443	0.000514153	0.000172583	0.000192569	1.96e-05	1.2e-05	0.000150229	0.000215641	0.000135306	0.000552047	0.000642184	0.000335865	0.000811041	0.000100536	0.000180429	8.81e-05	0.000606593	0.000596778	0.000406335	0.000376633	0.000179815	0.000243655	0.000150412	0.000663359	0.000716156	0.000147518	0.000443527	0.000596778	9.01e-05	0.000508882	0.000102057	0.000604731	0.000701539	0.000686393	9.31e-05	0.000391554	5.06e-05	0.000119803	0.000691659	0.000247923	0.000168387	0.000513715	0.00020293	0.000149456	0.000342362	0.000126669	0.000246277	0.000179991	0.000416345	0.00014396	0.000529705	8e-05	0.000117388	8.75e-05	0.000363077	0.000175296	0.000124453	0.000600412	0.000124453	0.000207622	0.000320875	0.000118513	0.000315789	0.0010772	0.000419512	9.91e-05	0.00017123	0.00011886	0.000467776	0.000164736	0.000435224	0.000150974	1e-04	5.3e-05	0.000642184	0.000642184	0.000547244	0.000580285	0.000315747	0.000100285	0.000518132	0.00010676	0.000279635	0.000165537	0.000160814	0.000595408	8.59e-05	0.000552047	3.38e-05	3.59e-05	0.000242226	0.000132203	9.44e-05	8.09e-05	8.09e-05	0.000160752	0.000637376	0.000348182	0.000131264	0.000384973	0.000105835	0.000294052	1.61e-05	0.000237064	0.000333949	0.000671076	0.000225324	0.00077421
AUS4035	0.193682	0.743898	0.000634422	7.77e-05	0.000751052	2.24e-05	0.000751057	0.000793094	0.000817287	0.000317369	6.26e-07	0.00068842	0.000898431	0.000626359	0.000587163	0.000457582	0.0001758	0.000767219	4.83e-05	0.000608971	6.67e-07	0.000214345	0.000294745	0.000189749	0	0.000704338	0.00105538	1.56e-05	0.000100142	0.000556706	0.000513453	0.000723736	0.000398198	0	0.000366208	0	0.000721281	0.000783413	0.000526936	1.14e-05	0.000210702	0.000657759	4.04e-05	7.48e-05	0.00045252	0.000499654	2.89e-05	0.000744337	0.000103454	0.000980972	0.000259379	2.31e-05	0.000258088	0.000552695	0.00051171	0.000658034	0.000118461	0.000699856	0.000657759	0.000685241	0.000106661	0.000341571	0.000139788	0	0.000160745	6.02e-05	0.000203309	0.000560385	0.000737935	0.000429377	0.00109264	0	2.03e-05	5.05e-07	0.000755836	0.000784121	0.000534376	0.00050049	0.000134841	0.000167758	8.08e-06	0.000734855	0.000837182	0.000154318	0.000619445	0.000784121	5.03e-07	0.000658694	6.72e-05	0.000720082	0.000787828	0.000756523	5.3e-07	0.00059379	3.87e-05	0.000258517	0.000622774	0.000117122	9.23e-05	0.000603874	0.000200612	0.00034311	0.000508069	3.13e-05	0.000180489	3.2e-05	0.000273346	9.44e-05	0.000599835	2.45e-05	0.000112359	4.98e-05	0.000174168	0.000159229	8.07e-05	0.000794416	8.07e-05	0.000162296	0.000209095	3.63e-05	0.00035309	0.00122062	0.000568089	5.72e-05	0.000270144	3.9e-05	0.00062238	0.000448818	0.000621194	1.64e-05	7.64e-07	0.000111134	0.000737935	0.000737935	0.000585257	0.00071764	0.000489207	1.24e-05	0.000859972	0.000309242	0.000221176	0.000105242	9.42e-05	0.000495672	3.23e-05	0.000560385	1.16e-05	0.000113842	0.000232173	0.000148764	8.06e-06	6.65e-05	6.65e-05	7.38e-05	0.000599099	0.000455195	8.79e-05	0.000456909	3.39e-05	0.000620259	0.000123682	0.000190217	0.000456696	0.00067932	0.000479272	0.000740474
AUS4037	0.182061	0.755706	0.000388406	0.00027682	0.000495253	0.000201836	0.000550458	0.000556504	0.000528486	0.000235638	0.000114067	0.000458765	0.000539756	0.000421567	0.000381338	0.000239362	0.000200501	0.000471632	0.000181125	0.000509765	0.000121825	0.000157884	0.000183702	0.000260603	0.00026376	0.000489561	0.000635579	0.000150444	0.000306156	0.000423563	0.000270382	0.000496265	0.000193704	0.000164019	8.8e-05	0.000152958	0.000505129	0.000586583	0.000354418	0	7.69e-05	0.000333758	0.000226942	0.000169766	0.000405281	0.000331387	0.00020126	0.000557999	0.000354536	0.000527619	3.23e-05	0.00015464	0.000140894	0.000335559	0.000364044	0.000463372	0.000185466	0.00039568	0.000333758	0.000436066	0.000222153	0.000240438	0.000244143	0.000156371	0.000165477	0.000255787	0.000148543	0.000432583	0.000508895	0.000371284	0.000628037	0.000117666	9.37e-05	9.39e-05	0.000523488	0.000548268	0.000257545	0.000237445	0.000184102	0.000252676	8.54e-05	0.000427868	0.000529956	0.000167744	0.000337446	0.000548268	0.00010077	0.000365348	0.000200123	0.000559321	0.000597127	0.00058052	0.000113749	0.000278782	0.000119283	0.000217577	0.000488408	0.000153937	8.54e-05	0.000455276	0.00012813	0.000194891	0.000238858	0.000240826	0.000241322	0.000234394	0.000270659	0.000160235	0.00055882	0.000146377	0.000115199	2.29e-05	0.00027116	0.000172583	0.000137657	0.000443533	0.000137657	0.000212988	0.000336104	0.000163365	0.000239257	0.000851512	0.000359126	0.000150447	0.000261036	0.000229527	0.00030912	0.000473678	0.000329943	0.000275644	0.000112279	0.000198075	0.000508895	0.000508895	0.000381338	0.000510397	0.000358357	0.000100462	0.000507782	0.000166636	0.000261996	0.000197042	0.00012594	0.00042832	0.000208931	0.000432583	0.000248573	0.000212806	0.000569267	0.000173462	0.000101657	0.000318141	0.000318141	0.000189567	0.000459261	0.000278285	0.000190973	0.000248759	0.000199653	0.000333521	0.000245939	0.000163857	0.000326493	0.000544768	0.000381019	0.000591982
AUS4040	0.274068	0.681197	0.000381456	0.000218681	0.000427196	9.81e-05	0.000484125	0.000492265	0.000547753	0.000134323	1.75e-05	0.000428461	0.000470483	0.000311207	0.000280525	0.000104878	0.000106667	0.000497276	3.03e-05	0.000341169	1.73e-05	0.000101094	3.56e-05	0.00012879	0.000139026	0.000390558	0.000543827	4.12e-05	0.000286659	0.000421069	0.000249169	0.000470032	1.4e-05	4e-06	4.16e-05	3.5e-06	0.000500291	0.000349586	0.000300777	3.74e-06	3.55e-05	0.000158784	4.95e-05	3.73e-05	0.000220095	0.000248111	7.24e-05	0.000558327	5.68e-05	0.000525844	0.000266383	2.74e-05	0.000152747	0.000497201	0.000266505	0.000573766	3.79e-05	0.000509836	0.000169263	0.000435315	7.46e-05	0.000129243	5.37e-06	3.99e-06	6.8e-05	0.000210911	0.00010999	0.0003251	0.000604921	0.000378114	0.000410348	1.97e-05	8.06e-05	1.37e-05	0.000581319	0.000605924	0.000332655	0.000308552	0.000282223	0.000362521	0.000230986	0.000354912	0.000615565	6.83e-05	0.000410525	0.000605924	1.36e-05	0.000224002	5.68e-05	0.000539634	0.000572494	0.00055714	1.57e-05	0.00020738	2.82e-05	4.89e-05	0.000679629	0.000176521	0.000230335	0.000514475	0.000224702	3.35e-05	0.000325495	3.86e-05	0.000222977	7.33e-05	0.000144379	4.45e-05	0.000343335	3.16e-05	0.000242942	0.000219226	0.000438956	0.000317834	0.000203159	0.00053354	0.000203159	0.000303821	0.000418006	0.00024322	0.00012846	0.000662287	0.000477468	6.21e-05	0.000178806	9.33e-05	0.000271698	0.000234862	0.000402007	6.76e-05	1.56e-05	0.000142978	0.000604921	0.000604921	0.000280525	0.000564473	0.000363469	3.05e-05	0.00038781	0.000151048	0.000356091	5.22e-05	5.31e-06	0.0003307	3.26e-05	0.0003251	7.41e-05	2.83e-05	0.000173581	0.00016536	1.38e-05	3.69e-05	3.69e-05	8.08e-05	0.000318374	0.00028665	9.19e-05	0.000302403	4.16e-05	0.00034101	4.39e-06	0.000178931	0.000220148	0.000667719	0.000316705	0.000521231
AUS4041	0.178932	0.765462	0.000440278	0.000228584	0.000523755	0.000138018	0.00052871	0.000535971	0.000592026	0.000195331	0.00011883	0.000511895	0.000518013	0.000514076	0.000482345	0.000251697	0.000192516	0.00057102	7.22e-05	0.000641176	0.000124023	0.000150951	0.000151035	0.000241352	0.00031988	0.000481641	0.0006508	0.000134585	0.000224179	0.000467946	0.000273475	0.000544181	9.72e-05	5.3e-05	8.84e-05	4.74e-05	0.000573693	0.00040603	0.000310206	1.91e-05	5.52e-05	0.000345718	9.68e-05	5.14e-05	0.000367962	0.000407068	0.000171229	0.000572024	0.000194108	0.000621703	6.61e-05	5.24e-05	9.61e-05	0.000479186	0.000382698	0.000518407	6.79e-05	0.000524632	0.000345718	0.000478878	0.000166868	0.000151918	8.96e-05	5.26e-05	0.000132004	0.000203512	0.000164371	0.000456222	0.000651693	0.000403258	0.000659314	0.000131862	0.000226884	0.000104921	0.000599272	0.000593929	0.000397314	0.000367349	0.000155122	0.000213101	0.000123965	0.000518685	0.000587219	0.000126521	0.000391355	0.000593929	0.000106048	0.00040752	0.000158534	0.000572024	0.000597041	0.000578011	0.000113399	0.000369231	8.64e-05	0.000161321	0.000596763	0.000157076	0.000117602	0.000509976	0.000210928	0.000203802	0.000302498	0.00016429	0.000263282	0.00018699	0.00023697	8.37e-05	0.000482999	5.61e-05	9.69e-05	3.14e-05	0.000313243	0.000141283	0.000108152	0.000574446	0.000108152	0.000183037	0.000292643	9.95e-05	0.00024271	0.000810463	0.000451044	0.000183012	0.000179973	0.000181059	0.000348323	0.00042748	0.000383957	0.000197199	0.000117399	0.000151926	0.000651693	0.000651693	0.000482345	0.000570465	0.000429167	0.000111513	0.000451097	0.000222029	0.000251415	9.52e-05	7.12e-05	0.000510416	7.48e-05	0.000456222	0.00014557	6.96e-05	0.000378472	0.000158909	0.000109595	0.000141007	0.000141007	0.000140749	0.000475991	0.000289242	0.00018129	0.000324777	0.0001437	0.000305868	7.65e-05	0.000255406	0.000346274	0.000578486	0.0002438	0.000665998
