feature	Pathway1	Pathway2	Pathway3	Pathway4	Pathway5	Pathway6	Pathway7	Pathway8	Pathway9	Pathway10	Pathway11	Pathway12	Pathway13	Pathway14	Pathway15	Pathway16	Pathway17	Pathway18	Pathway19	Pathway20	Pathway21	Pathway22	Pathway23	Pathway24	Pathway25	Pathway26	Pathway27	Pathway28	Pathway29	Pathway30	Pathway31	Pathway32	Pathway33	Pathway34	Pathway35	Pathway36	Pathway37	Pathway38	Pathway39	Pathway40	Pathway41	Pathway42	Pathway43	Pathway44	Pathway45	Pathway46	Pathway47	Pathway48	Pathway49	Pathway50	Pathway51	Pathway52	Pathway53	Pathway54	Pathway55	Pathway56	Pathway57	Pathway58	Pathway59	Pathway60	Pathway61	Pathway62	Pathway63	Pathway64	Pathway65	Pathway66	Pathway67	Pathway68	Pathway69	Pathway70	Pathway71	Pathway72	Pathway73	Pathway74	Pathway75	Pathway76	Pathway77	Pathway78	Pathway79	Pathway80	Pathway81	Pathway82	Pathway83	Pathway84	Pathway85	Pathway86	Pathway87	Pathway88	Pathway89	Pathway90	Pathway91	Pathway92	Pathway93	Pathway94	Pathway95	Pathway96	Pathway97	Pathway98	Pathway99	Pathway100	Pathway101	Pathway102	Pathway103	Pathway104	Pathway105	Pathway106	Pathway107	Pathway108	Pathway109	Pathway110	Pathway111	Pathway112	Pathway113	Pathway114	Pathway115	Pathway116	Pathway117	Pathway118	Pathway119	Pathway120	Pathway121	Pathway122	Pathway123	Pathway124	Pathway125	Pathway126	Pathway127	Pathway128	Pathway129	Pathway130	Pathway131	Pathway132	Pathway133	Pathway134	Pathway135	Pathway136	Pathway137	Pathway138	Pathway139	Pathway140	Pathway141	Pathway142	Pathway143	Pathway144	Pathway145	Pathway146	Pathway147	Pathway148	Pathway149	Pathway150	Pathway151	Pathway152	Pathway153	Pathway154	Pathway155	Pathway156	Pathway157	Pathway158	Pathway159	Pathway160	Pathway161	Pathway162	Pathway163	Pathway164	Pathway165	Pathway166
AUS3011	0.193413	0.754888	0.000464172	0.000165339	0.00056459	7.98e-05	0.000517193	0.000534348	0.000585006	0.000242846	9.49e-05	0.000490974	0.000484388	0.000545254	0.000513888	0.000189883	0.000159503	0.000550776	6.96e-05	0.000584299	9.98e-05	6.43e-05	0.000114215	0.000159925	0.000192711	0.000428731	0.000669279	9.42e-05	0.000142983	0.000468858	0.000297658	0.00051467	3.66e-05	3.35e-06	6.38e-05	2.94e-06	0.000605333	0.000339551	0.000314766	3.64e-05	3.86e-05	0.0002648	6.7e-05	3.64e-05	0.000424255	0.000450103	0.000180875	0.000605527	8.42e-05	0.000658207	5.9e-05	3.53e-05	6.69e-05	0.000421638	0.000373606	0.000539497	7.66e-05	0.00046356	0.0002648	0.000460494	0.000230602	0.000161851	8.7e-05	3.35e-06	0.000145865	0.000139402	0.000137457	0.000516012	0.000651083	0.000430648	0.000545264	0.000110355	0.00030919	8.08e-05	0.000545594	0.00053507	0.000420229	0.000393971	0.00016868	0.000230017	0.000178901	0.000550233	0.000608828	0.000155562	0.000324857	0.00053507	8.11e-05	0.000332399	8.01e-05	0.000605527	0.000640043	0.000629186	8.88e-05	0.000308807	4.04e-05	7.09e-05	0.000634379	0.000174293	3.87e-05	0.000534849	0.00022501	0.000125575	0.000216935	8.59e-05	0.000276746	0.000219756	0.000227373	5.66e-05	0.000409504	4e-05	0.000104087	7.08e-05	0.000408209	0.000154203	0.000118594	0.000577362	0.000118594	0.000198072	0.000312083	0.000122628	0.000233185	0.000835266	0.000425488	0.000189813	0.000109061	0.000129699	0.000363826	0.000366503	0.000307426	0.000273879	9.13e-05	8.45e-05	0.000651083	0.000651083	0.000510226	0.000603294	0.000392612	8.57e-05	0.00037954	0.000116949	0.000266466	5.88e-05	0.000140585	0.000482343	5.72e-05	0.000516012	2.82e-05	4.55e-05	0.000343971	0.000152446	8.19e-05	5.44e-05	5.44e-05	0.000119425	0.000469691	0.000348309	0.000158573	0.00037404	6.07e-05	0.000305991	7.34e-05	0.000254459	0.000367091	0.000617778	0.000230596	0.000616862
AUS3015	0.212813	0.732758	0.000400642	0.000240593	0.000579567	9.03e-05	0.000662237	0.000690136	0.000659655	0.000165145	4.44e-05	0.000579219	0.000562158	0.00056644	0.000533191	0.000237382	0.000180419	0.000604255	9.26e-05	0.000525343	4.5e-05	0.000142474	0.000142953	0.000224224	0.000298461	0.000580286	0.000777971	9.07e-05	0.000269718	0.000589182	0.000350206	0.00062227	8e-05	6.49e-06	0.000128199	5.69e-06	0.000608101	0.000384758	0.000365697	4.82e-05	0.00011795	0.000382283	9.68e-05	2.55e-05	0.000427531	0.000459911	0.000108478	0.000637121	0.000138578	0.000687618	0.000122403	7.2e-05	0.000128764	0.000433906	0.000367052	0.000518721	9.98e-05	0.000548839	0.000382283	0.000539818	8.83e-05	0.000211923	4.24e-05	6.46e-06	0.00013668	0.00020958	0.000141549	0.000502199	0.000671307	0.000393369	0.000696125	4.96e-05	8.46e-05	5.37e-05	0.000654204	0.000684775	0.000371811	0.000339414	0.000149888	0.000206294	0.000117804	0.000520482	0.000688748	0.000135332	0.000460402	0.000684775	4.19e-05	0.000437064	0.000137444	0.000584788	0.00066026	0.000646812	4.04e-05	0.000355705	8.07e-05	0.000134906	0.000615869	0.000227024	0.000143134	0.000547709	0.000179148	0.000146239	0.000305238	9.53e-05	0.000249412	0.000153536	0.000357179	0.000136691	0.000515361	7.03e-05	9.43e-05	0.000108148	0.000293619	0.000139894	0.000102574	0.000642174	0.000102574	0.000177457	0.00028515	0.000102458	0.000320971	0.000943254	0.000443691	9.54e-05	0.000226838	0.000184446	0.000407039	0.000384758	0.000453829	6.97e-05	4.27e-05	0.000146501	0.000671307	0.000671307	0.000528559	0.000581575	0.000337719	6.72e-05	0.000438977	7.56e-05	0.000244251	0.0001457	0.000102939	0.00051056	9.41e-05	0.000502199	0.000108304	7.04e-05	0.000227481	0.000120283	4.01e-05	9.31e-05	9.31e-05	0.000162229	0.000461574	0.000296401	0.000144125	0.000307216	8.94e-05	0.000332013	3.58e-05	0.000244532	0.000350717	0.000644075	0.000327748	0.000801107
AUS3016	0.179643	0.769859	0.000361147	0.000271972	0.000399025	9.34e-05	0.000469718	0.000497445	0.000522555	0.00018336	0.000115114	0.000425189	0.000389769	0.000489115	0.000456967	0.000144276	0.000183244	0.000474341	7.35e-05	0.000546081	0.000123332	0.000156563	9.26e-05	0.000179536	0.000146856	0.000353853	0.000507728	0.00013549	0.000314482	0.000455835	0.000261106	0.000449579	4.48e-05	3.44e-05	2.3e-05	3.04e-05	0.000529989	0.000273154	0.000351847	2.92e-05	3.53e-05	0.000208149	8.89e-05	2.68e-05	0.000305319	0.000344356	0.000191918	0.000534271	0.000167346	0.000508589	7e-05	5.43e-05	0.000117228	0.000396752	0.000342339	0.000494507	9.87e-05	0.000447953	0.000208149	0.000395211	0.000163998	0.000161626	7.18e-05	3.4e-05	0.000106071	0.000292219	0.000163453	0.000426544	0.00058901	0.000477871	0.000410834	0.000108619	0.000238456	0.00010534	0.000514502	0.000508857	0.000416049	0.000391682	0.000247806	0.000325524	0.000209143	0.000435961	0.000538786	0.000103442	0.000249283	0.000508857	0.000105383	0.000288159	8.4e-05	0.000522798	0.000551182	0.000542575	0.000110788	0.000223356	4.01e-05	9.23e-05	0.000598009	0.000204598	0.000189138	0.000461442	0.00023871	0.00011319	0.000182348	0.000112096	0.000276928	0.000202964	0.000260261	7.64e-05	0.000383734	6.16e-05	0.000166106	0.000150554	0.000347916	0.000231965	0.000186691	0.00052593	0.000186691	0.000278287	0.000404958	8.48e-05	0.000183647	0.000626297	0.000404852	0.000244037	0.000179132	0.000178495	0.000356787	0.000362517	0.000235313	0.000208793	0.000116279	0.000110964	0.00058901	0.00058901	0.000456967	0.000515194	0.000313118	0.000110808	0.000304878	0.000113799	0.000339784	8e-05	7.93e-05	0.000475382	3.21e-05	0.000426544	0.000107794	9.05e-05	0.000317694	0.000112163	0.000108041	0.000123295	0.000123295	4.73e-05	0.000407078	0.000269722	0.000164921	0.000359084	7.93e-05	0.000295024	5.87e-05	0.000244983	0.000304327	0.000544876	0.000329343	0.00056398
AUS3017	0.224495	0.725945	0.000332125	0.000197081	0.00047104	7.32e-05	0.000586766	0.000630523	0.000578513	0.00013559	0.000108373	0.000388533	0.000387004	0.000451277	0.00041724	0.000167516	0.000139038	0.00049294	9.88e-05	0.000588758	0.000135613	7.98e-05	0.00010455	0.000192527	0.000195973	0.000442585	0.000703265	0.000110893	0.000192446	0.000372866	0.000217223	0.000417173	4.48e-05	1.55e-05	9e-05	1.36e-05	0.000556552	0.000244025	0.000314195	6.51e-05	7.11e-05	0.000212021	9.69e-05	2.71e-05	0.000302817	0.000317611	0.000142284	0.000652802	0.000131858	0.000524204	4.08e-05	6.52e-05	0.000154601	0.000371635	0.000331796	0.000520553	6.48e-05	0.000454467	0.000212021	0.000356561	0.000111626	0.000108335	3.44e-05	1.53e-05	0.00012656	0.000177331	0.000112916	0.000420804	0.000724133	0.000317557	0.000555689	0.000139678	0.000202137	0.000116647	0.000452299	0.000455136	0.000337514	0.000318133	0.000170233	0.000236834	8.07e-05	0.000440046	0.000630068	0.000122206	0.000298405	0.000455136	0.00012019	0.000295696	0.000116584	0.000623699	0.000667517	0.00067603	0.000111233	0.00020189	6.61e-05	9.36e-05	0.000722268	0.000183728	0.00013396	0.000613044	0.000146263	9.68e-05	0.000220073	8.49e-05	0.000166586	0.000159304	0.000244639	0.000105118	0.000338144	6.72e-05	0.000113978	6.65e-05	0.000508962	0.000163326	0.000120604	0.00051642	0.000120604	0.000198533	0.000321576	0.000114384	0.000215001	0.000864898	0.000382741	0.000121137	0.000156746	0.000149785	0.000314245	0.000252839	0.000289395	0.000177699	0.000130666	0.00020301	0.000724133	0.000724133	0.000410816	0.000678482	0.000304315	0.000105821	0.00030322	0.000120869	0.000253361	0.000124393	4.89e-05	0.000535606	5.44e-05	0.000420804	3.55e-05	8.95e-05	0.000281499	0.000137608	0.000124606	0.000122694	0.000122694	0.000111206	0.000359921	0.00023936	0.000161011	0.000278134	8.07e-05	0.000262332	2.89e-05	0.000139506	0.000318273	0.000611788	0.000266767	0.000549094
AUS3024	0.18085	0.762031	0.000420214	0.000219349	0.000572493	4.86e-05	0.000752933	0.000770639	0.000703014	0.000148733	6.42e-05	0.000548823	0.000576312	0.000649705	0.000594578	0.000247017	0.000194398	0.000649547	6.62e-05	0.000625992	7.02e-05	0.000123354	0.000142958	0.000204796	0.000229409	0.000665123	0.000901572	0.000106668	0.000214188	0.000609695	0.000360327	0.000600471	2.08e-05	8.39e-06	8.62e-05	7.36e-06	0.000674239	0.000439505	0.000359661	1.05e-05	8.89e-05	0.000328113	0.000126076	7.28e-05	0.00034564	0.000406173	0.000125659	0.000677171	0.000186597	0.000691482	4.87e-05	5.32e-05	9.7e-05	0.000408188	0.00038259	0.000580167	0.00013114	0.000545601	0.000328113	0.000502667	7.77e-05	0.000306746	4.12e-05	8.36e-06	0.000150087	0.0001925	0.000156915	0.000602868	0.000687706	0.000478359	0.00067347	7.36e-05	0.000190303	5.68e-05	0.000705206	0.000705831	0.000396194	0.000365549	0.000161028	0.000219659	0.000127338	0.000583665	0.000720911	0.000151399	0.000387406	0.000705831	5.74e-05	0.000399357	0.000110995	0.000609779	0.000719804	0.000708495	6.19e-05	0.000374556	6.15e-05	0.000101599	0.000614433	0.000226578	0.000190232	0.000609186	0.00019445	0.000157691	0.000282769	0.000117705	0.000287673	0.000147856	0.000304538	0.000125415	0.000449301	5.67e-05	0.000106418	9.5e-05	0.000348076	0.000156918	0.00010924	0.000638915	0.00010924	0.000187006	0.000292947	0.000111855	0.000285327	0.00110452	0.000448064	0.000179328	0.000237354	0.000178564	0.000460983	0.000383354	0.000371282	0.00015976	6.5e-05	9.04e-05	0.000687706	0.000687706	0.000594578	0.000582982	0.000314062	8.16e-05	0.000458982	3.72e-05	0.000258209	0.000142509	0.00015482	0.000511237	3.52e-05	0.000602868	7.25e-05	0.000103779	0.000362169	0.000157827	5.92e-05	0.00016066	0.00016066	8.11e-05	0.000524231	0.000267953	0.000119791	0.000388014	6.99e-05	0.000284146	3.42e-05	0.000263982	0.000340257	0.000710145	0.000313027	0.000850392
AUS3028	0.161966	0.764782	0.000513472	7.95e-05	0.000734417	2.39e-05	0.00103799	0.00108451	0.000829007	0.00018129	2.87e-05	0.000767048	0.000867684	0.000758333	0.000719732	0.000241929	0.000109561	0.00083612	0.000125697	0.000807736	2.43e-05	6.57e-05	0.000312299	9.46e-05	0.000342759	0.000991833	0.0011554	3.46e-05	8.97e-05	0.000692601	0.000408578	0.000811217	9.45e-05	5.08e-06	0.000142835	4.45e-06	0.00082961	0.00110517	0.000751878	2.74e-05	0.0001859	0.000410536	5.12e-05	0.000356976	0.000771454	0.000735784	0.000573092	0.000824878	0.000200407	0.000953432	0.000275922	3.17e-05	5.97e-05	0.000838041	0.000513024	0.000795414	7.86e-05	0.000828646	0.000410536	0.000704873	2.97e-05	0.000636775	1.3e-05	5.07e-06	0.000154818	6.21e-05	9.41e-05	0.000748693	0.00101259	0.000486627	0.000898769	1.55e-05	4.63e-05	2.08e-05	0.000749683	0.00075279	0.000342238	0.000308405	0.000308134	0.000376481	2.19e-05	0.000502803	0.000897049	0.000153337	0.000604318	0.00075279	2.05e-05	0.000579695	0.000219936	0.000820002	0.000888823	0.000860866	2.45e-05	0.000547668	0.000135208	0.00024637	0.000844424	0.000689908	0.000101041	0.000829312	0.000465868	0.000171714	0.000765043	1.87e-05	0.000219262	8.95e-05	0.000439867	0.000192154	0.000577864	3.59e-05	0.000517547	3.6e-05	0.000251504	0.000658294	0.000191337	0.000612304	0.000191337	0.000511943	0.000508573	1.13e-05	0.000893026	0.00128642	0.000646833	1.85e-05	0.000440772	4.74e-05	0.000618122	0.00016114	0.000591083	3.74e-05	2.31e-05	3.75e-05	0.00101259	0.00101259	0.000719732	0.000822788	0.000475252	4.26e-05	0.000881465	5.99e-05	0.000394341	0.000195138	0.000155043	0.000822119	2.65e-05	0.000748723	1.93e-05	4.8e-05	0.000693541	0.000211888	2.17e-05	0.00013407	0.000134069	6.78e-05	0.000649238	0.000423608	0.000193381	0.000480852	0.000143867	0.000791276	1.08e-05	0.000220869	0.000485584	0.000788675	0.000752431	0.00101553
AUS3029	0.192446	0.75683	0.000421401	0.00025728	0.000610101	4.82e-05	0.000590384	0.000591508	0.000584024	0.000136297	8.23e-06	0.000547615	0.000651621	0.000548989	0.000522361	0.00023837	0.000155397	0.000560766	1.99e-05	0.000488865	7.61e-06	3.2e-05	0.000162603	0.000130868	0	0.000485909	0.000693262	8.95e-05	0.000266477	0.000362932	0.00024684	0.000584689	1.49e-05	6.8e-05	0.000144109	6.4e-05	0.000600871	0.000588652	0.000314063	0	8.34e-05	0.000393399	8.54e-05	3.08e-05	0.000341323	0.000402347	0.000132871	0.000596265	3.81e-05	0.00070296	0.00012766	1.79e-06	5.18e-05	0.00041202	0.000378181	0.000527997	1.79e-05	0.000531588	0.000393399	0.000519987	7.83e-05	0.000266349	2.35e-05	7.07e-05	0.000123459	0.000222948	0.00013178	0.000530865	0.000683289	0.000345771	0.000525649	0	6.66e-05	5.9e-06	0.000643696	0.000650399	0.000372158	0.000342881	0.000226469	0.000295687	0.000149032	0.000513136	0.000597565	0.000137192	0.000341334	0.000650399	5.85e-06	0.000375951	0.0001044	0.000596265	0.000632844	0.000617486	7.06e-06	0.000398463	6.06e-05	0.000129935	0.000643633	0.000110272	0.000106665	0.000498033	0.000206965	0.000105297	0.000398784	4.36e-05	0.000381135	0.000135545	0.000101905	5.25e-05	0.000392724	2.11e-06	0.000140656	0.000158223	0.000217114	0.000218478	0.000159828	0.000637024	0.000159828	0.000256406	0.000371178	1.08e-05	0.000502618	0.000867696	0.000426364	4.16e-05	0.000186546	0.000133944	0.000443345	0.000342096	0.000326181	5.45e-05	6.77e-06	5.76e-05	0.000683289	0.000683289	0.000522361	0.000594441	0.000283365	7.03e-05	0.000602094	4.71e-05	0.000323175	6.75e-05	0.000306283	0.000533253	4.49e-05	0.000530865	7.57e-05	2.15e-05	0.000546425	0.000101277	5.91e-06	2.35e-05	2.35e-05	9.47e-05	0.000407476	0.000350493	7.34e-05	0.000497081	6.27e-05	0.000361208	1.93e-05	0.000353215	0.000326374	0.000602184	0.000290486	0.000670587
AUS3032	0.186883	0.759617	0.000470638	9.4e-05	0.00064674	2.4e-05	0.000610123	0.000618697	0.000639215	0.000232627	5.62e-05	0.000566744	0.000602145	0.000571192	0.000529424	0.000273415	0.000154349	0.000606134	1.13e-05	0.000652502	5.76e-05	8.35e-05	0.00015306	0.000110148	0.000413324	0.000572628	0.000746291	4.77e-05	7.72e-05	0.000435324	0.000209428	0.000595821	2.67e-05	7.68e-06	0.000205512	6.76e-06	0.000602224	0.000520579	0.000305026	0	0.000112453	0.000393267	7.41e-05	2.53e-05	0.00034909	0.000392207	0.000128554	0.000662168	0.000273428	0.000740364	2.61e-05	1.95e-05	8.29e-05	0.000471275	0.000380417	0.000545034	0.000101656	0.000528183	0.000393267	0.00053857	0.000133503	0.000181411	6.1e-06	7.69e-06	9.09e-05	7.38e-05	0.000116066	0.000560233	0.000666982	0.00043331	0.000731855	0	0.00023082	4.55e-05	0.000612525	0.000603962	0.000361871	0.000332016	0.000181982	0.000244741	9.18e-05	0.000555415	0.000668409	9.13e-05	0.00048191	0.000603962	4.58e-05	0.000520963	6.37e-05	0.000637498	0.000682498	0.000662948	5.15e-05	0.000423561	3.55e-05	0.000133681	0.000693559	0.000138165	6.64e-05	0.000562998	0.000228801	0.000176929	0.000399475	0.000134143	0.000239651	0.000139311	0.000152084	8.52e-05	0.000386798	2.24e-05	0.000101813	3.68e-05	0.000345724	0.000165184	0.000127558	0.000610695	0.000127558	0.000213002	0.000327777	2.85e-05	0.000313992	0.00083798	0.0004549	8.07e-05	0.000159429	6.46e-05	0.000385572	0.0002856	0.000477618	0.000196668	5.23e-05	0.000217585	0.000666982	0.000666982	0.000523743	0.000630114	0.000426806	5.43e-05	0.000593134	0.000117769	0.000277386	0.000119062	4.86e-05	0.000616847	4.37e-05	0.000560233	6.13e-05	7.79e-05	0.00031421	4.98e-05	4.66e-05	0.000202754	0.000202754	9.81e-05	0.000651508	0.000286496	0.000194714	0.000318424	3.35e-05	0.000312656	5.02e-06	0.000232326	0.000309606	0.000613394	0.000209547	0.000679922
AUS3034	0.279242	0.676186	0.000416759	0.000125465	0.000503878	5.47e-05	0.000525992	0.000549642	0.000574877	0.000117886	3.59e-05	0.00036402	0.000411585	0.000463557	0.000436836	0.000160104	7.69e-05	0.000485672	5.8e-05	0.000435439	3.77e-05	0.000111902	8.71e-05	0.000142214	0	0.000388406	0.000592123	4.44e-05	0.000110427	0.000346472	0.000246978	0.000386684	1.91e-05	7.68e-06	6.86e-05	6.75e-06	0.000566349	0.00025963	0.000394084	2.91e-05	5.22e-05	0.000191504	5.33e-05	2.65e-05	0.000300543	0.000331508	9.53e-05	0.000745269	5.44e-05	0.000575508	2.21e-05	4.51e-05	8.71e-05	0.000345622	0.000292472	0.000648108	5.23e-05	0.000463463	0.000191504	0.000337162	7.83e-05	0.000142262	2.24e-05	7.66e-06	5.59e-05	0.000105376	4.93e-05	0.000444045	0.000550919	0.000320915	0.000498685	4.13e-05	0.00024902	2.83e-05	0.000474697	0.000477117	0.000325761	0.000307544	0.00015433	0.000217043	6.46e-05	0.000475975	0.000609951	5.52e-05	0.000301812	0.000477117	2.94e-05	0.000275508	8.58e-05	0.00072052	0.000747397	0.000729461	3.25e-05	0.000235339	4.67e-05	7.13e-05	0.000773114	0.000154754	7.2e-05	0.000829911	0.000168066	5.6e-05	0.000215001	7.78e-05	0.000188538	0.000103057	0.000145796	4.32e-05	0.000310856	4.59e-05	0.000102865	4.53e-05	0.000510358	0.000145926	0.000109234	0.000493431	0.000109234	0.000181301	0.00030017	0.000109603	0.000196543	0.00076027	0.000358945	0.000149931	0.000162552	6.45e-05	0.000260393	0.000177867	0.000287357	0.000221531	3.37e-05	0.000144247	0.000550919	0.000550919	0.000430589	0.000720535	0.000349421	5.76e-05	0.000304058	0.00031171	0.000237909	4.65e-05	3.09e-05	0.000665135	2.31e-05	0.000444045	3.51e-05	6e-05	0.000187561	0.000177473	2.96e-05	3.45e-05	3.45e-05	4.17e-05	0.000362807	0.0002477	0.000113143	0.000287511	5.6e-05	0.000234803	1.85e-05	0.000144509	0.000255002	0.000833193	0.000425	0.000488754
AUS3046	0.209551	0.738046	0.000416356	0.00023557	0.000513426	8.23e-05	0.000600095	0.000629168	0.000627885	0.000130825	6.69e-05	0.000471853	0.000452389	0.000542099	0.000512521	0.000172761	0.00015745	0.000557943	0.000108075	0.000513253	7.56e-05	0.000136422	9.97e-05	0.000186422	0.000236685	0.000458212	0.00071313	0.000102105	0.000236133	0.000514213	0.000325447	0.000505559	2.57e-05	3.3e-05	7.41e-05	2.91e-05	0.000650596	0.000333219	0.000386979	8.39e-05	4.29e-05	0.000334996	9.21e-05	3.39e-05	0.000413501	0.000435069	0.000125472	0.000637302	0.000102103	0.000575666	8.07e-05	8.72e-05	0.000137213	0.000447917	0.000321466	0.000568329	9.91e-05	0.000502148	0.000334996	0.000435737	6.75e-05	0.000235713	4.52e-05	3.19e-05	0.000164157	0.000211616	0.000135871	0.000491846	0.000705734	0.000334558	0.000589095	7.71e-05	0.000164156	6.14e-05	0.000641005	0.000645935	0.000400881	0.000371337	0.000136303	0.000191244	7.4e-05	0.000475493	0.000669144	0.000159844	0.000235308	0.000645935	6.33e-05	0.000358486	9.64e-05	0.000631535	0.000655308	0.000639212	6.46e-05	0.000311232	4.83e-05	0.000104988	0.000629213	0.000231766	0.000157324	0.000585624	0.000178006	8.18e-05	0.00027124	8.5e-05	0.000218017	0.000155128	0.000357996	0.00015316	0.000496664	7.6e-05	8.53e-05	0.000104515	0.000341024	0.000126581	9.38e-05	0.000588957	9.38e-05	0.000162686	0.00027116	9.07e-05	0.000277312	0.000829292	0.000442143	0.000153325	0.000172456	0.00017465	0.000447562	0.00032177	0.000217686	0.000140118	7.08e-05	0.000145827	0.000705734	0.000705734	0.000503687	0.000646799	0.000349582	7.91e-05	0.000367102	0.000147935	0.000227748	0.000162378	7.1e-05	0.000467168	3.31e-05	0.000491846	0.000163348	9.88e-05	0.000251812	0.00016676	6.53e-05	6.69e-05	6.69e-05	5.77e-05	0.000398351	0.000237547	0.000157887	0.000320635	9.22e-05	0.000315703	3.85e-05	0.000239014	0.000330825	0.000648745	0.000373782	0.00066439
AUS3048	0.155901	0.801069	0.000402973	0.00024102	0.000392491	6.79e-06	0.000225699	0.000208499	0.000408938	0.000222752	0.000168879	0.000412559	0.000285553	0.000410139	0.000385397	0.000142809	0.000133201	0.000387869	4.42e-05	0.000505048	0.000153015	1.82e-05	4.73e-05	8.45e-05	0.000163837	0.000174249	0.000262002	5.02e-05	0.000259945	0.000457447	0.000212436	0.000424246	7.15e-06	3.22e-06	1.7e-05	2.83e-06	0.000450554	0.000196031	0.000140267	2.17e-05	4.73e-05	7.48e-05	1.11e-05	2.15e-05	0.000381371	0.000382009	0.000206176	0.000436866	0.000217886	0.000372348	2.83e-05	1.95e-05	0.000292248	0.00035867	0.000281115	0.00046572	6.02e-05	0.000380228	7.48e-05	0.000380334	0.000221375	3.76e-05	8.31e-07	3.23e-06	9.4e-05	0.000261269	0.00018528	0.000444702	0.00049791	0.000407567	0.000332635	8.86e-05	0.00038183	0.000127938	0.000410313	0.000403266	0.000406315	0.000396209	0.000273274	0.000332792	0.000279236	0.0002987	0.000443179	9.79e-05	0.000361664	0.000403266	0.000127403	0.000160382	2.78e-05	0.000445637	0.000441215	0.000436808	0.000159686	8.53e-05	1.49e-05	0.000182092	0.000457634	4.9e-05	1.54e-05	0.000429109	0.000320867	0.000222389	3.84e-05	5.2e-05	0.00028396	0.000231827	6.61e-05	5.7e-05	0.000154605	2.31e-05	0.000124579	8.23e-05	0.000412916	0.000218582	0.000220181	0.000439132	0.000220181	0.000300094	0.000389294	8.24e-05	0.000373331	0.000390868	0.00032328	0.000282049	6.56e-05	8.89e-05	0.000269361	0.000224969	0.000356005	0.000362816	0.000140634	6.07e-05	0.00049791	0.00049791	0.000385397	0.000429589	0.000385586	4.06e-05	0.000205129	0.00011396	0.00032519	0.000142714	1.65e-05	0.000202363	2.47e-05	0.000444702	2.08e-05	2.54e-05	0.000374786	0.000129693	0.000126939	0.000163168	0.000163168	6.36e-05	0.000454474	0.00032449	0.000305424	0.000224996	1.33e-05	0.000364908	6.8e-07	0.000260107	0.000309075	0.000448444	8.52e-05	0.000510731
AUS3049	0.0855749	0.838651	0.000314467	0.000324239	0.000397508	0.00031244	0.000379792	0.000397933	0.000411312	0.000436062	0.000250508	0.000535877	0.000513217	0.000291348	0.00027029	0.000232033	0.000256961	0.000389096	0.000267079	0.000528975	0.000257853	0.000328562	0.000264751	0.000326377	0.000444455	0.000368041	0.000474852	0.000293343	0.000408233	0.000239711	0.000174144	0.000583042	5.33e-05	0.000334318	7.32e-05	0.000350212	0.000340343	0.000622198	0.000307096	5.02e-06	0.000165866	0.000203538	0.00031956	0.000368228	0.000308939	0.00028063	0.000325954	0.000411042	0.000365232	0.000488292	1.31e-05	0.000206221	3.93e-05	0.000346173	0.00036098	0.000328284	0.000262821	0.000357691	0.000203538	0.000527704	0.000353855	0.000282951	0.000222497	0.000354192	0.000256337	0.000376877	0.00021882	0.000375106	0.000314374	0.00050115	0.000668739	0.000249805	0.000196427	0.000210999	0.000411354	0.000425507	0.000202969	0.00018041	0.000246676	0.000295195	0.000183908	0.000291956	0.000371339	0.0002179	0.000276365	0.000425507	0.000221503	0.000397277	0.000400869	0.000440474	0.000406873	0.000424446	0.000248069	0.000384328	0.000325446	0.00050115	0.000334089	0.000143167	9.47e-05	0.000250057	0.000161941	0.00027821	0.000198108	0.000237363	0.000231137	0.000318708	0.000362503	0.000236118	0.000657175	0.00032974	0.000153451	1.42e-05	0.000205303	0.000222293	0.000211091	0.00037739	0.000211091	0.000276599	0.000352366	0.00015748	0.000263915	0.000711191	0.00030125	0.000201098	0.000182006	0.000340065	0.000216278	0.000377411	0.000340343	0.000477636	0.000239227	0.000178788	0.000314374	0.000314374	0.00027029	0.000446852	0.000398504	0.000234948	0.000546346	0.00022235	0.00027165	0.000264292	0.000145144	0.000408358	0.000295089	0.000375106	0.000519592	0.000296552	0.00105502	0.000237749	0.00021821	0.000353464	0.000353464	0.00025519	0.000350209	0.000252872	0.00030301	0.000224674	0.000520957	0.000285669	0.00031832	0.000104835	0.000305451	0.00041523	0.00042138	0.000647835
