term,estimate,std.error,statistic,p.value,metadata_var,feature_name,fdr,conf.low,conf.high
factor(Age.1.5.years.Soft.Drink)2,3.7300708533736415,2.505850541920021,1.4885448237928844,0.13726946362345174,Age.1.5.years.Soft.Drink,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.13726946362345174,-1.1813962087895993,8.641537915536883
factor(Age.5.10.years.Soft.Drink)2,2.4254694835680772,2.038717654897957,1.1897034774486603,0.23475478469242908,Age.5.10.years.Soft.Drink,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.23475478469242908,-1.5704171200319181,6.421356087168073
factor(Age.10.18.years.Soft.Drink)2,-0.8980943371943375,2.059827683056981,-0.43600459620072674,0.6630306475280804,Age.10.18.years.Soft.Drink,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.6630306475280804,-4.93535659598602,3.1391679215973447
factor(Age.4.12.months.Packaged.Snacks)2,-1.092794784580498,3.711302755867301,-0.2944504548578982,0.7685418132411023,Age.4.12.months.Packaged.Snacks,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.7685418132411023,-8.366948186080407,6.181358616919412
factor(Age.1.5.years.Packaged.Snacks)2,2.172516902786334,2.042682823553264,1.0635605673754198,0.2880659290951561,Age.1.5.years.Packaged.Snacks,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.2880659290951561,-1.8311414313780632,6.176175236950732
factor(Age.5.10.years.Packaged.Snacks)2,1.3123204456327988,2.0277056704591585,0.6471947407118677,0.5178172430384969,Age.5.10.years.Packaged.Snacks,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.5178172430384969,-2.661982668467152,5.2866235597327496
factor(Age.10.18.years.Packaged.Snacks)2,0.6676260050782877,2.209981013910589,0.3020958102698426,0.7627106989429344,Age.10.18.years.Packaged.Snacks,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.7627106989429344,-3.663936782186467,4.999188792343042
P80,5.0917577351407084e-8,8.860860137468394e-8,0.5746347031943398,0.5658127318493862,P80,oleC,0.5658127318493862,-1.2275528134297344e-7,2.245904360457876e-7
CMC,1.7895794214148297e-8,2.965670616831032e-8,0.6034316188920147,0.5465120723234288,CMC,oleC,0.5465120723234288,-4.023134987573993e-8,7.602293830403653e-8
CRN,4.682819994966518e-8,6.375180146276077e-8,0.7345392424246843,0.46298568356928693,CRN,oleC,0.46298568356928693,-7.812533091734592e-8,1.717817308166763e-7
